ASIN,YEAR,MONTH,DAY,KEYWORD_1,KEYWORD_2,KEYWORD_3,KEYWORD_4,KEYWORD_5,KEYWORD_6,KEYWORD_7,KEYWORD_8,KEYWORD_9,KEYWORD_10,KEYWORD_11,KEYWORD_12,KEYWORD_13,KEYWORD_14,KEYWORD_15,KEYWORD_16,KEYWORD_17,KEYWORD_18,KEYWORD_19,KEYWORD_20,TIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0823HC74S,2022,3,8,john frieda,violet crush,blonde hair,frieda violet,purple shampoos,works great,shampoo and conditioner,low lights,brassy tones,hair soft,purple conditioner,highly recommend,blonde highlights,dry hair,smells great,crush purple,crush shampoo,feel like,yellow tones,highlights,59:08.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00EKJZU8E,2022,3,8,work well,love this shampoo,sulfate-free shampoo,hair feels,bottle,conditioner,pump,smells,59:14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B006QXBJA0,2022,3,8,clarifying shampoos,hair feeling,sulfate free,highly recommend,works great,without stripping,without drying,regular shampoo,smells great,goes a long,keratin treatment,twice a month,long way,smells good,leave my hair,great clarifying,little goes,use a lot,squeaky clean,feel like,59:22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0094Z1VSC,2022,3,8,rene furterer,fine hair,volumizing shampoo,love this shampoo,leaves my hair,thin hair,cap,volume,volumea,bottle,conditioner,container,expensive,fuller,oily,limp,salon,shiny,shower,59:36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07KFNXSSH,2022,3,8,thicker fuller,fuller hair,fine hair,completely different,really make for thicker,baby fine,shampoo and conditioner,old formula,really like,thinning hair,gluten free,distributed by newhall,strengthening shampoo,leaves my hair,color safe,small amount,work well,highly recommend,decided to give,sulfate free,59:44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09N2WT9S5,2022,3,8,thicker fuller,fuller hair,lathers well,fine hair,thicken hair,hair look,leaves my hair,hair and scalp,hair and i love,well and my hair,bottle,conditioner,gentle,smell,dry,twist,oil,results,shampoos,cleans,59:51.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09NSFT3V9,2022,3,8,59:58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000VHFT4Y,2022,3,8,00:05.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08KSKBHH6,2022,3,8,infuse red,red hair,color infuse,help keep,sulfate free,times a week,tressa watercolors,stain your hands,color depositing,dyed my hair,works great,like straw,color treated,use conditioner,careful when using,keeping the red,couple washes,saw any real difference,works well,wash my hair,00:12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001B3RFK8,2022,3,8,oily hair,desert essence,tea tree,every day,goes a long,long way,shampoo and conditioner,little goes,love this shampoo,highly recommend,lemon tea,love love love,squeaky clean,end of the day,soft and shiny,dry hair,hair soft,smells good,days without,essence coconut,00:26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00JZ1N98U,2022,3,8,shampoo and conditioner,made my hair,grande hair,hair is very thin,thin hair,great shampoo,love love this shampoo,bottle,results,serum,volume,dry,expensive,scalp,00:33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00G187BFW,2022,3,8,color treated,dream coat,lathers well,treated hair,color wow,shampoo and conditioner,every penny,work well,worth every,sulfate free,wow shampoo,highly recommend,wow conditioner,need to use,notice a difference,tiny bit,hair looks,leaves my hair,love love,looks great,00:40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09CW5XLWR,2022,3,8,shampoo bars,works very well,bars over bottles,plastic free,every other day,bob bars,pleasantly surprised,feeling clean,far the best,plastic bottles,feel like,greasy hair,strong scent,hair feeling,cleans well,ever used,plastic waste,bottles solid,fine hair,leaves my hair,00:47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09F8NSHB4,2022,3,8,conditioner bar,peach not plastic,shampoo bars,dry hair,last long,coconut lavender,cleans well,great for travel,shampoo and conditioner,without stripping,nice lather,wet hair,soft and manageable,easy to use,work as well,leaves my hair,felt very soft,regular shampoo,bar of soap,wash my hair,00:55.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B097NBQMRL,2022,3,8,01:33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B097FCL33M,2022,3,8,01:40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B076B6MSY5,2022,3,8,dirty bird,really like,love the peppermint,peppermint scent,leaves my skin,love this soap,soap smells,energy soap,smells great,really good,using this soap,great soap,bird soap,bar of soap,amazing soap,soap great,soap love,packaging,caffeine,feeling,01:47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0013945XU,2022,3,8,hair loss,thinning hair,highly recommend,years ago,color treated,long time,every day,hair growth,fine hair,proctor and gamble,worth the money,recommend to anyone,cleanser system,waste of money,great shampoo,treated hair,scalp therapy,love this shampoo,small amount,scalp treatment,01:55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07HMP33Q1,2022,3,8,love this shampoo,color treated,shampoo and conditioner,leaves hair,dyed hair,treated hair,hair soft,itchy scalp,dry hair,love love,smells great,smells pretty good,good love,wavy hair,shampoo also,hair feeling,makes my hair,shampoo smell,love the smell,fine hair,02:02.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00QRSNW40,2022,3,8,argan oil,shampoo and conditioner,extra strength,smells great,smells good,sulfate free,hair soft,worth the money,works great,dry and frizzy,love love love,color treated,fine hair,split ends,curly hair,even though,without making,dry hair,add any shine,chemical smell,02:10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01LVXFO0X,2022,3,8,curly hair,curl enhancing,little goes,naturally curly,long way,goes a long,enhancing shampoo,wet hair,feel like,need much,shampoo smells,smells good,use this with the conditioner,great shampoo,love this shampoo,use this shampoo,long hair,hair has natural looking curls,shampoo for natural curls,smell,02:17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09QP17XW7,2022,3,8,02:24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01N9I746J,2022,3,8,purple shampoos,gray hair,grey hair,hair soft,every other day,good value,shiny silver,white hair,highly recommend,long time,ultra conditioning,several purple,tried several,dry hair,shampoo and conditioner,silver ultra,great and leaves,leaves my hair,much better,soft and and shiny,02:38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0829MMPJC,2022,3,8,light brown,works great,easy to use,waste of money,dark brown,medium brown,twice a week,away the gray,followed the instructions,get rid,give it a try,hair color,brown hair,looks natural,white hair,use it on my beard,blonde hair,turns hair,grey hair,works very  well,02:46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08YS5T3Z4,2022,3,8,tio nacho,like honey,leaves my hair,started using,hair loss,smells great,thinning hair,tío nacho,smells like,deja el cabello,feels thicker,like the smell,honey smell,strong honey,love this stuff,really works,using this shampoo,hair on top,hair looks,works great,02:53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000TGEJT8,2022,3,8,coconut milk,sulfate free,curly hair,color treated,smells good,started using,african american,argan oil,split ends,coconut scent,makes my hair,highly recommend,ever used,coconut oil,soft and silky,soft and shiny,decided to try,milk shampoo,like straw,definitely recommend,03:01.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00AZIZSOU,2022,3,8,love love love,repair and protect,shampoo and conditioner,leaves my hair,every day,feels like,makes my hair,hair feel,hair really soft,hair using,bottle,dry,manageable,shampoos,smell,thick,usually,conditioning,decided,horrible,03:08.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08F7HFV1G,2022,3,8,hair smells,smells terrific,smell even,shampoo,close,remember,awful,bottle,scent,smelled,03:15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B086XQF587,2022,3,8,sulfate free,beauty and planet,love beauty,smells amazing,clarifying shampoo,leaves my hair,every day,large bottle,last a long,clean and soft,clean my hair,oily hair,lather as much,smells great,smells so good,thick hair,long time,natural ingredients,good value,bottle definitely last,03:22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B077XC65Y2,2022,3,8,tree to tub,hair loss,hair growth,far so good,activation blend,really like,highly recommend,hair fall,long enough,tea tree,fine hair,give it a try,itchy scalp,natural ingredients,thinning hair,argan oil,started using,love this shampoo,every other day,sensitive skin,03:30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07CJ61BD1,2022,3,8,shampoo and conditioner,leaves my hair,real deal,curly hair,love this shampoo,love loma,green bottle,smells wonderful,smells great,highly recommend,moisturizing shampoo,hair soft,goes a long,hair care,small amount,works well,long way,seals were broken,stylist used,absolute favorite,03:44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001P1ZEJK,2022,3,8,subscribe and save,works great,shampoo works,curly hair,hair is so soft,love this shampoo,dry 4c hair,conditioner,bottle,expensive,moisturizing,smell,humectant,value,brands,cleans,moisture,beat,cause,oily,03:51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001NFMM8E,2022,3,8,paul mitchell,platinum blonde,purple shampoos,shimmer lights,blonde hair,highly recommend,waste your money,white hair,plastic bag,dry hair,best purple,let it sit,blonde shampoo,hair soft,times a week,shampoo ever,every day,hair feeling,brad mondo,soft and shiny,03:58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B076S4RTR7,2022,3,8,dry shampoo,white residue,smells good,waste of money,smells amazing,argan oil,white cast,living proof,white powder,leaves a white,every time,baby powder,works great,like hairspray,favorite dry,hair feeling,oil of morocco,oily hair,love this stuff,definitely recommend,04:05.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B075C1BN3F,2022,3,8,apple cider,cider vinegar,tea tree,squeaky clean,palm oil,shampoo bars,shampoo and conditioner,eco friendly,even though,need for conditioner,hair feeling,good lather,itchy scalp,curly hair,regular shampoo,use conditioner,wanted to like,vinegar rinse,long time,air dry,04:12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00TK0XN14,2022,3,8,04:18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07K92VV2V,2022,3,8,leaves my hair,sulfate free,every 3 days,shampoos and conditioners,smells great,hair feeling,highly recommend,feel like,smells amazing,color treated,natural ingredients,best shampoo,soft and shiny,love this stuff,smells nice,smells wonderful,love this shampoo,hair soft,ever used,smells good,04:26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001G7QZ6E,2022,3,8,04:32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B083C4WCLT,2022,3,8,tea tree,argan oil,apple cider,cider vinegar,dry scalp,every day,makes my hair,itchy scalp,split ends,coconut avocado,started using,oil shampoo,hair loss,long time,tree shampoo,works well,keep using,smells good,nothing else,curly hair,04:40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08W8Q7NBS,2022,3,8,04:47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01M5KZQF6,2022,3,8,coconut oil,smells good,smells amazing,curly hair,sulfate free,feel like,works great,damaged hair,love the smell,damage remedy,hair feeling,works well,extra strength,dry hair,every day,waste of money,super soft,highly recommend,coconut scent,like straw,04:55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B002RX2QFA,2022,3,8,curly hair,shampoo and conditioner,color treated,used for years,long time,years love,treated hair,hair feels,fine hair,like the shampoo,shampoo is great,hair and i use,hair color,hair before applying shampoo,scalp,dry,smell,ingredients,scent,bottle,05:02.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0947FFVFN,2022,3,8,05:09.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08SSCH7YZ,2022,3,8,color extend,extend magnetics,shampoo and conditioner,sulfate free,leaves my hair,color-treated hair,magnetics shampoo,hair soft,smells good,highly recommend,great value,travel size,color treated,made a difference,worth the money,hair feeling,dyed hair,love this shampoo,shampoo for color-treated,lathers well,05:17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000T2SBJG,2022,3,8,leaves my hair,blonde hair,light brown,every day,brown hair,hair feel,smells good,hair soft,highly recommend,using it for years,work as well,natural blonde,clarifying shampoo,great shampoo,smells like,smells amazing,dark blonde,love this shampoo,best shampoo,chamomile shampoo,05:25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B079SLK5MR,2022,3,8,easy to use,light brown,dark brown,gray hair,hair color,smell,coverage,results,natural,05:32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00GMNZ1Z8,2022,3,8,started using,shampoo and conditioner,hair loss,hair growth,wash my hair,love this shampoo,hair started,used this shampoo,makes your hair,hair was falling,thinning hair,thin,noticed,difference,fuller,photo,scalp,stop,tonic,body,05:40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0941YFGS2,2022,3,8,shampoo bars,whole blends,works well,hair clean,smells good,last as long,ginger recovery,easy to use,recovery strengthening,bottle of shampoo,bar of soap,lathers nicely,blends ginger,leaves my hair,smells amazing,without stripping,much better,wanted to try,hair soft,really well,05:49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07XGTMQLF,2022,3,8,curly hair,smells great,expensive but worth,dried my hair,bottle,scent,conditioner,cap,drying,fragrance,scalp,smell,normal,perfume,please,smaller,06:03.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B096SY8Q78,2022,3,8,dry scalp,small bottle,pleasant scent,shampoo has a pleasant,lather,smell,dandruff,mint,peppermint,eucalyptus,hydrating,men,leaves,shampoos,06:10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0143R13RY,2022,3,8,fine hair,thin hair,feel clean,started using,great shampoo,goes a long,love this shampoo,used it several,small amount,adds volume,long way,shampoo and conditioner,much better,baby fine,volume shampoo,clean used,makes my hair,works great,hair feel,dried my hair,06:18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08YKF3GQF,2022,3,8,06:25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09GV8S8TS,2022,3,8,06:32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B084C2PC69,2022,3,8,clarifying shampoo,highly recommend,detox shampoo,leaves my hair,hair feeling,hair has never,worth the money,oily hair,squeaky clean,clean and soft,smells amazing,hair looks,shiny and soft,leave in conditioner,shampoo and conditioner,use it about once every,feeling like,scalp feels,makes my hair,wash my hair,06:39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00OKME7S0,2022,3,8,small amount,leaves my hair,makes my hair,colored hair,best shampoo,soft and silky,color treated,love this shampoo,little goes,goes a long,long way,every day,highly recommend,really like,shampoo and conditioner,worth the price,hair feels,anything else,soft and manageable,treated hair,06:46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08M4GXGFJ,2022,3,8,curly hair,john frieda,wavy hair,frizz ease,dream curls,let it air,air drying,shoulder length,love this stuff,ease dream,naturally wavy,highly recommend,high hopes,frizzy hair,fine wavy,naturally curly,tried so many,leave my hair,love love love,wet hair,06:53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08SXSWC7Y,2022,3,8,07:00.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07TGFKTJN,2022,3,8,hard water,kenra clarifying,makes my hair,smells like,new formula,works great,highly recommend,oily hair,changed the formula,plastic bag,remove buildup,love this shampoo,twice a week,buyer beware,citrus scent,every time,plastic wrap,color treated,real kenra,hair stylist,07:07.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01HQCGYDQ,2022,3,8,best purple,purple shampoos,leave it on too long,blonde hair,milkshake,smells good,shampoo ever,brassy tones,highly recommend,let it sit,little goes,wear gloves,tried many,regular shampoo,goes a long,twice a week,left it for 8 minutes,smells amazing,long way,use it once a week,07:15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01M7XSYF5,2022,3,8,07:22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B004ISW5YY,2022,3,8,brazilian keratin,keratin therapy,african american,ever straight,split ends,smells good,curly hair,argan oil,hair soft,smells like,every time,keratin treatment,hair straight,organix ever,shiny and soft,soft and shiny,highly recommend,coconut smell,heat protectant,straight brazilian,07:30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07FTJDF2S,2022,3,8,07:37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B096WYTRP1,2022,3,8,curly hair,curl can dream,shampoo and conditioner,curl pattern,smells great,without stripping,lathers up well,works well,feels clean,natural oils,pleasant scent,hair looks,works great,smells good,hair felt,wavy hair,great lather,stripping my hair,thick curly,shampoo smells,07:54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08LY62L11,2022,3,8,smells like,hair so soft,like men,conditioner,scent,sunflower,shampoos,awful,healthy,ingredients,smooth,wash,08:01.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08MCHN4HL,2022,3,8,purple shampoo,opened the box,leaked all over the box,leaking,packaging,bottles,cracked,damaged,shower,staining,dry,mess,screwed,shipped,tight,08:09.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07765PYGS,2022,3,8,highly recommend,best purple,works great,let it sit,purple shampoos,use it once a week,need to use,regular shampoo,every time,like straw,wear gloves,deep conditioner,blonde highlights,dry hair,brassy color,smells good,come with a pump,shimmer lights,love love love,brassy tones,08:16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09BJFHSVT,2022,3,8,08:31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08NHX42WF,2022,3,8,08:46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07XGCY8NY,2022,3,8,coconut water,leaves my hair,moisturizing shampoo,cruelty free,sulfate free,water based,well and leaves,dry hair,feeling soft,soft and shiny,really well,clean and fresh,hair feeling,smells amazing,high quality,highly recommend,hair soft,great shampoo,lathers easily,paraben free,08:54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0012IW8V8,2022,3,8,dermatologist recommended,coal tar,years ago,recommended by my dermatologist,works great,let it sit,much better,twice a week,seborrheic dermatitis,tried everything,nothing worked,tried many,ever since,get rid,long time,leave hour,wash my hair,pretty bad,itchy scalp,tar shampoo,09:01.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08SDWZ9NH,2022,3,8,09:08.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07NN5Q183,2022,3,8,shampoo and conditioner,fine hair,itchy scalp,love love love,hair soft,works great,makes my hair,hair fall,favorite shampoo,shampoo really,hair felt,using this shampoo,shampoo to use,great and hair,smell,wash,rose,vinegar,helps,luseta,09:15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B081QK9539,2022,3,8,highly recommend,love this shampoo,goes a long,pleasantly surprised,squeaky clean,little goes,silky soft,long way,smells nice,plastic bag,shampoo is great,smells amazing,clean and clear,clean and pure,oily hair,smells good,drying my hair,scent are really nice,hair feels,feel dry,09:23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B084TWBP81,2022,3,8,love this shampoo,personal note,plant based,ever used,cruelty free,best shampoo,shampoo and conditioner,harmful chemicals,finally found,makes my hair,great shampoo,definitely recommend,give it a try,highly recommend,cleans my hair,lathers well,super dry,shiny and soft,shampoo that i ever,great quality,09:30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09RWLQJYB,2022,3,8,09:37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08LZ1CQRN,2022,3,8,keratin smoothing,miracle gloss,smoothing oil,frizz-free keratin,oil miracle,shampoo and conditioner,gloss spray,works well,argan oil,strengthen your strands,flat iron,keratin argan,smooth and soft,spray works,dry hair,fine hair,smells great,really good,really nice,smells nice,09:44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07NDMPFYW,2022,3,8,shampoo and conditioner,highly recommend,color treated,treated hair,cold water,helps maintain,smells amazing,times a week,hair soft,love this shampoo,really helps,best shampoo,makes my hair,leaves my hair,works great,great shampoo,colored hair,smells great,keep my color,maintain my color,09:52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00GMOXJF6,2022,3,8,thicker fuller,fine hair,reasonable price,hard to find,fuller hair,able to buy,best shampoo,shampoo and conditioner,long time,works really,leaves my hair,find it in the stores,using this for years,hair when she used,love this shampoo,shampoo is the best,thin hair,shampoo for years,great shampoo,fuller hair shampoo,09:59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
